"game_id","season","week","blend_home_prob","market_home_prob","model_prob","market_prob","actual_home_win","brier_model","brier_market","logloss_model","logloss_market","home_team","away_team","matchup","game_date","blend_home_median","blend_away_median","blend_total_median","blend_median_margin","actual_winner","market_home_ml","market_away_ml","market_home_spread","market_total_line","game_type","blend_away_prob","market_away_prob","market_home_prob_raw","market_away_prob_raw","market_home_prob_fair","market_away_prob_fair","ml_implied_home_prob","ml_implied_away_prob","prob_source","market_spread_win_prob","blend_spread_win_prob","market_spread_win_prob_away","blend_spread_win_prob_away","market_prob_spread_gap_home","market_prob_spread_gap_away","blend_prob_spread_gap_home","blend_prob_spread_gap_away","market_implied_margin","market_total",".game_type_safe",".game_shrinkage","blend_home_prob_shrunk","blend_away_prob_shrunk","blend_home_ml","blend_home_ml_vig","blend_away_ml","blend_away_ml_vig","blend_edge_prob_home","blend_edge_prob_away","blend_edge_prob_home_shrunk","blend_edge_prob_away_shrunk","blend_ev_units_home","blend_ev_units_away","blend_ev_units_home_raw","blend_ev_units_away_raw","blend_favorite_side","blend_favorite","blend_ev_units","blend_pick_side","blend_pick","blend_pick_type","blend_prob_pick","blend_prob_pick_shrunk","blend_moneyline","blend_moneyline_vig","market_moneyline","market_prob_pick","blend_prob_fav","market_prob_fav","market_pick_side","market_pick","market_pick_moneyline","actual_winner_side","blend_actual_units","market_actual_units","blend_edge_prob","blend_edge_moneyline","market_ev_units","blend_beats_market_assessment","blend_beats_market","blend_beats_market_basis","market_winning","blend_recommendation","blend_prob_spread_gap_pick","market_prob_spread_gap_pick","blend_beats_market_note","blend_kelly_fraction_raw","blend_confidence","edge_classification","edge_classification_raw","model_home_ml","model_home_ml_vig","model_away_ml","model_away_ml_vig","model_edge_prob","model_ev_units","market_beats_model"
"2025_22_SEA_NE",2025,22,0.595829674105334,0.324968753004519,0.595829674105334,0.324968753004519,NA,NA,NA,NA,NA,"NE","SEA","SEA @ NE",2026-02-08,27.714837918846,24.285162081154,52,-3.42967583769207,NA,195,-238,4.5,45.5,"SB",0.404170325894666,0.675031246995481,0.338983050847458,0.70414201183432,0.324968753004519,0.675031246995481,0.338983050847458,0.70414201183432,"moneyline",0.372713405908833,0.59772053456846,0.627286594091167,0.40227946543154,-0.0477446529043138,0.0477446529043138,-0.00189086046312625,0.00189086046312625,-4.5,45.5,"SB",0.75,0.392683983279723,0.607316016720277,155,141,-155,-170,0.270860921100815,-0.270860921100815,0.0677152302752038,-0.0677152302752038,0.158417750675182,-0.137509186338429,0.757697538610735,-0.426010209443709,"home","NE",0.158417750675182,"home","NE","ev_positive",0.595829674105334,0.392683983279723,155,141,195,0.324968753004519,0.595829674105334,0.675031246995481,"away","SEA",-238,NA,NA,NA,0.270860921100815,40,-0.0413421786366696,"TRUE;Expected value;EV on NE: blend +0.158 units vs market -0.041.",TRUE,"Expected value",FALSE,"Bet NE moneyline",-0.00189086046312625,-0.0477446529043138,"EV on NE: blend +0.158u vs market -0.041. | Market Δ -4.8pp",0.388562840313197,0.0101549840176398,"implausible","implausible",155,141,-155,-170,0.270860921100815,0.158417750675182,NA
